,Disorder,Disease,Breed,description,temperament,popularity,min_height,max_height,min_weight,max_weight,min_expectancy,max_expectancy,group,grooming_frequency_value,grooming_frequency_category,shedding_value,shedding_category,energy_level_value,energy_level_category,trainability_value,trainability_category,demeanor_value,demeanor_category
713,Inherited endocrine disorders,Growth hormone-responsive dermatosis; adrenal sex hormone responsive dermatosis,keeshond,"These square, sturdy companions descend from the same ancient stock as other spitz types, such as Pomeranians and Samoyeds. Typically “spitzy,” Keeshonden have a foxy face, pointed ears, an abundant coat, and a plumed tail carried high over the back. A unique breed characteristic—and one of the most charming hallmarks in all dogdom—is the “spectacles.” These shadings and markings around the eyes give the impression that a Kees is wearing designer eyewear. The specs draw attention to an alert, intelligent expression. The amiable Keeshond is a medium-sized spitz dog of ample coat, famous for the distinctive “spectacles” on his foxy face. Once a fixture on the canal barges of his native Holland, the Kees was, and remains, a symbol of Dutch patriotism.","Friendly, Lively, Outgoing",95,43.18,45.72,15.875732950000002,20.41165665,12.0,15.0,Non-Sporting Group,0.6,2-3 Times a Week Brushing,0.6,Seasonal,0.6,Regular Exercise,0.8,Easy Training,0.8,Friendly
714,Inherited eye disorders,Cataracts,keeshond,"These square, sturdy companions descend from the same ancient stock as other spitz types, such as Pomeranians and Samoyeds. Typically “spitzy,” Keeshonden have a foxy face, pointed ears, an abundant coat, and a plumed tail carried high over the back. A unique breed characteristic—and one of the most charming hallmarks in all dogdom—is the “spectacles.” These shadings and markings around the eyes give the impression that a Kees is wearing designer eyewear. The specs draw attention to an alert, intelligent expression. The amiable Keeshond is a medium-sized spitz dog of ample coat, famous for the distinctive “spectacles” on his foxy face. Once a fixture on the canal barges of his native Holland, the Kees was, and remains, a symbol of Dutch patriotism.","Friendly, Lively, Outgoing",95,43.18,45.72,15.875732950000002,20.41165665,12.0,15.0,Non-Sporting Group,0.6,2-3 Times a Week Brushing,0.6,Seasonal,0.6,Regular Exercise,0.8,Easy Training,0.8,Friendly
715,Inherited eye disorders,Glaucoma,keeshond,"These square, sturdy companions descend from the same ancient stock as other spitz types, such as Pomeranians and Samoyeds. Typically “spitzy,” Keeshonden have a foxy face, pointed ears, an abundant coat, and a plumed tail carried high over the back. A unique breed characteristic—and one of the most charming hallmarks in all dogdom—is the “spectacles.” These shadings and markings around the eyes give the impression that a Kees is wearing designer eyewear. The specs draw attention to an alert, intelligent expression. The amiable Keeshond is a medium-sized spitz dog of ample coat, famous for the distinctive “spectacles” on his foxy face. Once a fixture on the canal barges of his native Holland, the Kees was, and remains, a symbol of Dutch patriotism.","Friendly, Lively, Outgoing",95,43.18,45.72,15.875732950000002,20.41165665,12.0,15.0,Non-Sporting Group,0.6,2-3 Times a Week Brushing,0.6,Seasonal,0.6,Regular Exercise,0.8,Easy Training,0.8,Friendly
716,Inherited eye disorders,Progressive retinal atrophy,keeshond,"These square, sturdy companions descend from the same ancient stock as other spitz types, such as Pomeranians and Samoyeds. Typically “spitzy,” Keeshonden have a foxy face, pointed ears, an abundant coat, and a plumed tail carried high over the back. A unique breed characteristic—and one of the most charming hallmarks in all dogdom—is the “spectacles.” These shadings and markings around the eyes give the impression that a Kees is wearing designer eyewear. The specs draw attention to an alert, intelligent expression. The amiable Keeshond is a medium-sized spitz dog of ample coat, famous for the distinctive “spectacles” on his foxy face. Once a fixture on the canal barges of his native Holland, the Kees was, and remains, a symbol of Dutch patriotism.","Friendly, Lively, Outgoing",95,43.18,45.72,15.875732950000002,20.41165665,12.0,15.0,Non-Sporting Group,0.6,2-3 Times a Week Brushing,0.6,Seasonal,0.6,Regular Exercise,0.8,Easy Training,0.8,Friendly
717,Inherited musculoskeletal disorders,Hip dysplasia,keeshond,"These square, sturdy companions descend from the same ancient stock as other spitz types, such as Pomeranians and Samoyeds. Typically “spitzy,” Keeshonden have a foxy face, pointed ears, an abundant coat, and a plumed tail carried high over the back. A unique breed characteristic—and one of the most charming hallmarks in all dogdom—is the “spectacles.” These shadings and markings around the eyes give the impression that a Kees is wearing designer eyewear. The specs draw attention to an alert, intelligent expression. The amiable Keeshond is a medium-sized spitz dog of ample coat, famous for the distinctive “spectacles” on his foxy face. Once a fixture on the canal barges of his native Holland, the Kees was, and remains, a symbol of Dutch patriotism.","Friendly, Lively, Outgoing",95,43.18,45.72,15.875732950000002,20.41165665,12.0,15.0,Non-Sporting Group,0.6,2-3 Times a Week Brushing,0.6,Seasonal,0.6,Regular Exercise,0.8,Easy Training,0.8,Friendly
718,Inherited nervous system disorders,Idiopathic epilepsy,keeshond,"These square, sturdy companions descend from the same ancient stock as other spitz types, such as Pomeranians and Samoyeds. Typically “spitzy,” Keeshonden have a foxy face, pointed ears, an abundant coat, and a plumed tail carried high over the back. A unique breed characteristic—and one of the most charming hallmarks in all dogdom—is the “spectacles.” These shadings and markings around the eyes give the impression that a Kees is wearing designer eyewear. The specs draw attention to an alert, intelligent expression. The amiable Keeshond is a medium-sized spitz dog of ample coat, famous for the distinctive “spectacles” on his foxy face. Once a fixture on the canal barges of his native Holland, the Kees was, and remains, a symbol of Dutch patriotism.","Friendly, Lively, Outgoing",95,43.18,45.72,15.875732950000002,20.41165665,12.0,15.0,Non-Sporting Group,0.6,2-3 Times a Week Brushing,0.6,Seasonal,0.6,Regular Exercise,0.8,Easy Training,0.8,Friendly
719,Inherited skin disorders,Cutaneous asthenia (Ehlers-Danlos syndrome),keeshond,"These square, sturdy companions descend from the same ancient stock as other spitz types, such as Pomeranians and Samoyeds. Typically “spitzy,” Keeshonden have a foxy face, pointed ears, an abundant coat, and a plumed tail carried high over the back. A unique breed characteristic—and one of the most charming hallmarks in all dogdom—is the “spectacles.” These shadings and markings around the eyes give the impression that a Kees is wearing designer eyewear. The specs draw attention to an alert, intelligent expression. The amiable Keeshond is a medium-sized spitz dog of ample coat, famous for the distinctive “spectacles” on his foxy face. Once a fixture on the canal barges of his native Holland, the Kees was, and remains, a symbol of Dutch patriotism.","Friendly, Lively, Outgoing",95,43.18,45.72,15.875732950000002,20.41165665,12.0,15.0,Non-Sporting Group,0.6,2-3 Times a Week Brushing,0.6,Seasonal,0.6,Regular Exercise,0.8,Easy Training,0.8,Friendly
720,Inherited skin disorders,Growth hormone-responsive dermatosis; adrenal sex hormone responsive dermatosis,keeshond,"These square, sturdy companions descend from the same ancient stock as other spitz types, such as Pomeranians and Samoyeds. Typically “spitzy,” Keeshonden have a foxy face, pointed ears, an abundant coat, and a plumed tail carried high over the back. A unique breed characteristic—and one of the most charming hallmarks in all dogdom—is the “spectacles.” These shadings and markings around the eyes give the impression that a Kees is wearing designer eyewear. The specs draw attention to an alert, intelligent expression. The amiable Keeshond is a medium-sized spitz dog of ample coat, famous for the distinctive “spectacles” on his foxy face. Once a fixture on the canal barges of his native Holland, the Kees was, and remains, a symbol of Dutch patriotism.","Friendly, Lively, Outgoing",95,43.18,45.72,15.875732950000002,20.41165665,12.0,15.0,Non-Sporting Group,0.6,2-3 Times a Week Brushing,0.6,Seasonal,0.6,Regular Exercise,0.8,Easy Training,0.8,Friendly
721,Inherited blood disorders,Coagulation (bleeding) disorders,kerry blue terrier,"Of course, we begin with the show-stopping coat that turns heads wherever Kerries go. It comes in shades of blue—from a deep slate to a light blue-gray—and is so soft that it’s as pleasing to the touch as it is to the eye. The dense coat covers a muscular, well-developed body standing below 20 inches at the shoulder and weighing up to 40 pounds. A sporty beard and dark, keen eyes accentuate the nobility of the long terrier head. Among the largest of AKC terriers, the Kerry Blue Terrier is famous for his show-stopping blue coat. Named for the Irish county of his birth, this onetime farm dog is today an alert, adaptable, and animated watchdog and family companion.","Smart, Alert, People-Oriented",129,44.45,49.53,14.968548210000002,18.1436948,12.0,15.0,Terrier Group,0.6,2-3 Times a Week Brushing,,,0.6,Regular Exercise,0.2,May be Stubborn,0.6,Alert/Responsive
722,Inherited blood disorders,von Willebrand's disease,kerry blue terrier,"Of course, we begin with the show-stopping coat that turns heads wherever Kerries go. It comes in shades of blue—from a deep slate to a light blue-gray—and is so soft that it’s as pleasing to the touch as it is to the eye. The dense coat covers a muscular, well-developed body standing below 20 inches at the shoulder and weighing up to 40 pounds. A sporty beard and dark, keen eyes accentuate the nobility of the long terrier head. Among the largest of AKC terriers, the Kerry Blue Terrier is famous for his show-stopping blue coat. Named for the Irish county of his birth, this onetime farm dog is today an alert, adaptable, and animated watchdog and family companion.","Smart, Alert, People-Oriented",129,44.45,49.53,14.968548210000002,18.1436948,12.0,15.0,Terrier Group,0.6,2-3 Times a Week Brushing,,,0.6,Regular Exercise,0.2,May be Stubborn,0.6,Alert/Responsive
723,Inherited cardiovascular disorders,Patent ductus arteriosus (PDA),kerry blue terrier,"Of course, we begin with the show-stopping coat that turns heads wherever Kerries go. It comes in shades of blue—from a deep slate to a light blue-gray—and is so soft that it’s as pleasing to the touch as it is to the eye. The dense coat covers a muscular, well-developed body standing below 20 inches at the shoulder and weighing up to 40 pounds. A sporty beard and dark, keen eyes accentuate the nobility of the long terrier head. Among the largest of AKC terriers, the Kerry Blue Terrier is famous for his show-stopping blue coat. Named for the Irish county of his birth, this onetime farm dog is today an alert, adaptable, and animated watchdog and family companion.","Smart, Alert, People-Oriented",129,44.45,49.53,14.968548210000002,18.1436948,12.0,15.0,Terrier Group,0.6,2-3 Times a Week Brushing,,,0.6,Regular Exercise,0.2,May be Stubborn,0.6,Alert/Responsive
724,Inherited eye disorders,Cataracts,kerry blue terrier,"Of course, we begin with the show-stopping coat that turns heads wherever Kerries go. It comes in shades of blue—from a deep slate to a light blue-gray—and is so soft that it’s as pleasing to the touch as it is to the eye. The dense coat covers a muscular, well-developed body standing below 20 inches at the shoulder and weighing up to 40 pounds. A sporty beard and dark, keen eyes accentuate the nobility of the long terrier head. Among the largest of AKC terriers, the Kerry Blue Terrier is famous for his show-stopping blue coat. Named for the Irish county of his birth, this onetime farm dog is today an alert, adaptable, and animated watchdog and family companion.","Smart, Alert, People-Oriented",129,44.45,49.53,14.968548210000002,18.1436948,12.0,15.0,Terrier Group,0.6,2-3 Times a Week Brushing,,,0.6,Regular Exercise,0.2,May be Stubborn,0.6,Alert/Responsive
725,Inherited eye disorders,"Keratoconjunctivitis sicca (KCS) - ""dry eye""",kerry blue terrier,"Of course, we begin with the show-stopping coat that turns heads wherever Kerries go. It comes in shades of blue—from a deep slate to a light blue-gray—and is so soft that it’s as pleasing to the touch as it is to the eye. The dense coat covers a muscular, well-developed body standing below 20 inches at the shoulder and weighing up to 40 pounds. A sporty beard and dark, keen eyes accentuate the nobility of the long terrier head. Among the largest of AKC terriers, the Kerry Blue Terrier is famous for his show-stopping blue coat. Named for the Irish county of his birth, this onetime farm dog is today an alert, adaptable, and animated watchdog and family companion.","Smart, Alert, People-Oriented",129,44.45,49.53,14.968548210000002,18.1436948,12.0,15.0,Terrier Group,0.6,2-3 Times a Week Brushing,,,0.6,Regular Exercise,0.2,May be Stubborn,0.6,Alert/Responsive
726,Inherited eye disorders,Progressive retinal atrophy,kerry blue terrier,"Of course, we begin with the show-stopping coat that turns heads wherever Kerries go. It comes in shades of blue—from a deep slate to a light blue-gray—and is so soft that it’s as pleasing to the touch as it is to the eye. The dense coat covers a muscular, well-developed body standing below 20 inches at the shoulder and weighing up to 40 pounds. A sporty beard and dark, keen eyes accentuate the nobility of the long terrier head. Among the largest of AKC terriers, the Kerry Blue Terrier is famous for his show-stopping blue coat. Named for the Irish county of his birth, this onetime farm dog is today an alert, adaptable, and animated watchdog and family companion.","Smart, Alert, People-Oriented",129,44.45,49.53,14.968548210000002,18.1436948,12.0,15.0,Terrier Group,0.6,2-3 Times a Week Brushing,,,0.6,Regular Exercise,0.2,May be Stubborn,0.6,Alert/Responsive
727,Inherited musculoskeletal disorders,Hip dysplasia,kerry blue terrier,"Of course, we begin with the show-stopping coat that turns heads wherever Kerries go. It comes in shades of blue—from a deep slate to a light blue-gray—and is so soft that it’s as pleasing to the touch as it is to the eye. The dense coat covers a muscular, well-developed body standing below 20 inches at the shoulder and weighing up to 40 pounds. A sporty beard and dark, keen eyes accentuate the nobility of the long terrier head. Among the largest of AKC terriers, the Kerry Blue Terrier is famous for his show-stopping blue coat. Named for the Irish county of his birth, this onetime farm dog is today an alert, adaptable, and animated watchdog and family companion.","Smart, Alert, People-Oriented",129,44.45,49.53,14.968548210000002,18.1436948,12.0,15.0,Terrier Group,0.6,2-3 Times a Week Brushing,,,0.6,Regular Exercise,0.2,May be Stubborn,0.6,Alert/Responsive
728,Inherited nervous system disorders,Cerebellar abiotrophy(ataxia),kerry blue terrier,"Of course, we begin with the show-stopping coat that turns heads wherever Kerries go. It comes in shades of blue—from a deep slate to a light blue-gray—and is so soft that it’s as pleasing to the touch as it is to the eye. The dense coat covers a muscular, well-developed body standing below 20 inches at the shoulder and weighing up to 40 pounds. A sporty beard and dark, keen eyes accentuate the nobility of the long terrier head. Among the largest of AKC terriers, the Kerry Blue Terrier is famous for his show-stopping blue coat. Named for the Irish county of his birth, this onetime farm dog is today an alert, adaptable, and animated watchdog and family companion.","Smart, Alert, People-Oriented",129,44.45,49.53,14.968548210000002,18.1436948,12.0,15.0,Terrier Group,0.6,2-3 Times a Week Brushing,,,0.6,Regular Exercise,0.2,May be Stubborn,0.6,Alert/Responsive
729,Inherited skin disorders,dermoid sinus,kerry blue terrier,"Of course, we begin with the show-stopping coat that turns heads wherever Kerries go. It comes in shades of blue—from a deep slate to a light blue-gray—and is so soft that it’s as pleasing to the touch as it is to the eye. The dense coat covers a muscular, well-developed body standing below 20 inches at the shoulder and weighing up to 40 pounds. A sporty beard and dark, keen eyes accentuate the nobility of the long terrier head. Among the largest of AKC terriers, the Kerry Blue Terrier is famous for his show-stopping blue coat. Named for the Irish county of his birth, this onetime farm dog is today an alert, adaptable, and animated watchdog and family companion.","Smart, Alert, People-Oriented",129,44.45,49.53,14.968548210000002,18.1436948,12.0,15.0,Terrier Group,0.6,2-3 Times a Week Brushing,,,0.6,Regular Exercise,0.2,May be Stubborn,0.6,Alert/Responsive
730,Inherited gastrointestinal disorders,Gastric dilatation-volvulus,komondor,"Our Hungarian-language tip of the day: The plural of Komondor is Komondorok. Now, let’s take a look at the dog. What we see is a large and powerful guardian covered in profuse white cords. A big male can stand more than 27.5 inches and weigh over 100 pounds, with heavy bone, a deep chest, and lots of muscle. Despite their brawn Komondorok are agile and light-footed, and move with long strides. With their unique look, it’s impossible to mistake Koms for anything else. A powerfully large Hungarian flock guardian covered in profuse white cords from head to tail, the Komondor is among the world’s most recognizable breeds. The independent and protective Kom requires a firm, experienced hand at training.","Loyal, Dignified, Brave",173,64.77,69.85,36.2873896,45.359237,10.0,12.0,Working Group,1.0,Specialty/Professional,0.6,Seasonal,0.6,Regular Exercise,0.4,Independent,0.4,Reserved with Strangers
731,Inherited musculoskeletal disorders,Elbow dysplasia - OCD of the elbow,komondor,"Our Hungarian-language tip of the day: The plural of Komondor is Komondorok. Now, let’s take a look at the dog. What we see is a large and powerful guardian covered in profuse white cords. A big male can stand more than 27.5 inches and weigh over 100 pounds, with heavy bone, a deep chest, and lots of muscle. Despite their brawn Komondorok are agile and light-footed, and move with long strides. With their unique look, it’s impossible to mistake Koms for anything else. A powerfully large Hungarian flock guardian covered in profuse white cords from head to tail, the Komondor is among the world’s most recognizable breeds. The independent and protective Kom requires a firm, experienced hand at training.","Loyal, Dignified, Brave",173,64.77,69.85,36.2873896,45.359237,10.0,12.0,Working Group,1.0,Specialty/Professional,0.6,Seasonal,0.6,Regular Exercise,0.4,Independent,0.4,Reserved with Strangers
732,Inherited musculoskeletal disorders,Hip dysplasia,komondor,"Our Hungarian-language tip of the day: The plural of Komondor is Komondorok. Now, let’s take a look at the dog. What we see is a large and powerful guardian covered in profuse white cords. A big male can stand more than 27.5 inches and weigh over 100 pounds, with heavy bone, a deep chest, and lots of muscle. Despite their brawn Komondorok are agile and light-footed, and move with long strides. With their unique look, it’s impossible to mistake Koms for anything else. A powerfully large Hungarian flock guardian covered in profuse white cords from head to tail, the Komondor is among the world’s most recognizable breeds. The independent and protective Kom requires a firm, experienced hand at training.","Loyal, Dignified, Brave",173,64.77,69.85,36.2873896,45.359237,10.0,12.0,Working Group,1.0,Specialty/Professional,0.6,Seasonal,0.6,Regular Exercise,0.4,Independent,0.4,Reserved with Strangers
733,Inherited eye disorders,Cataracts,kuvasz,"Imposing, impressive, majestic, massive, mighty—pick the adjective you like best, they all apply to the Kuvasz (pronounced KOO-vahz; the plural is Kuvaszok, pronounced KOO-vah-sock). This snow-white livestock guardian of luxuriant coat can stand as high as 30 inches at the shoulder, and weigh between 70 and 110 pounds. Despite their size and strength, Kuvs are quick-moving, nimble-footed protectors when meeting a threat. The breed’s fans say that the elegantly proportioned head “is considered to be the most beautiful part of the Kuvasz.” The snow-white Kuvasz is Hungary's majestic guardian of flocks and companion of kings. A working dog of impressive size and strength, the imposing and thickly coated Kuvasz is a beautiful, smart, profoundly loyal, but challenging breed.","Loyal, Fearless, Sweet",163,66.04,76.2,31.751465900000003,52.16312255,10.0,12.0,Working Group,0.4,Weekly Brushing,0.8,Regularly,0.6,Regular Exercise,0.4,Independent,0.4,Reserved with Strangers
734,Inherited musculoskeletal disorders,Hip dysplasia,kuvasz,"Imposing, impressive, majestic, massive, mighty—pick the adjective you like best, they all apply to the Kuvasz (pronounced KOO-vahz; the plural is Kuvaszok, pronounced KOO-vah-sock). This snow-white livestock guardian of luxuriant coat can stand as high as 30 inches at the shoulder, and weigh between 70 and 110 pounds. Despite their size and strength, Kuvs are quick-moving, nimble-footed protectors when meeting a threat. The breed’s fans say that the elegantly proportioned head “is considered to be the most beautiful part of the Kuvasz.” The snow-white Kuvasz is Hungary's majestic guardian of flocks and companion of kings. A working dog of impressive size and strength, the imposing and thickly coated Kuvasz is a beautiful, smart, profoundly loyal, but challenging breed.","Loyal, Fearless, Sweet",163,66.04,76.2,31.751465900000003,52.16312255,10.0,12.0,Working Group,0.4,Weekly Brushing,0.8,Regularly,0.6,Regular Exercise,0.4,Independent,0.4,Reserved with Strangers
735,Inherited nervous system disorders,Deafness,kuvasz,"Imposing, impressive, majestic, massive, mighty—pick the adjective you like best, they all apply to the Kuvasz (pronounced KOO-vahz; the plural is Kuvaszok, pronounced KOO-vah-sock). This snow-white livestock guardian of luxuriant coat can stand as high as 30 inches at the shoulder, and weigh between 70 and 110 pounds. Despite their size and strength, Kuvs are quick-moving, nimble-footed protectors when meeting a threat. The breed’s fans say that the elegantly proportioned head “is considered to be the most beautiful part of the Kuvasz.” The snow-white Kuvasz is Hungary's majestic guardian of flocks and companion of kings. A working dog of impressive size and strength, the imposing and thickly coated Kuvasz is a beautiful, smart, profoundly loyal, but challenging breed.","Loyal, Fearless, Sweet",163,66.04,76.2,31.751465900000003,52.16312255,10.0,12.0,Working Group,0.4,Weekly Brushing,0.8,Regularly,0.6,Regular Exercise,0.4,Independent,0.4,Reserved with Strangers
736,Inherited skin disorders,Dermatomyositis and ulcerative dermatosis,kuvasz,"Imposing, impressive, majestic, massive, mighty—pick the adjective you like best, they all apply to the Kuvasz (pronounced KOO-vahz; the plural is Kuvaszok, pronounced KOO-vah-sock). This snow-white livestock guardian of luxuriant coat can stand as high as 30 inches at the shoulder, and weigh between 70 and 110 pounds. Despite their size and strength, Kuvs are quick-moving, nimble-footed protectors when meeting a threat. The breed’s fans say that the elegantly proportioned head “is considered to be the most beautiful part of the Kuvasz.” The snow-white Kuvasz is Hungary's majestic guardian of flocks and companion of kings. A working dog of impressive size and strength, the imposing and thickly coated Kuvasz is a beautiful, smart, profoundly loyal, but challenging breed.","Loyal, Fearless, Sweet",163,66.04,76.2,31.751465900000003,52.16312255,10.0,12.0,Working Group,0.4,Weekly Brushing,0.8,Regularly,0.6,Regular Exercise,0.4,Independent,0.4,Reserved with Strangers
737,Inherited blood disorders,Hemophilia,labrador retriever,"The sturdy, well-balanced Labrador Retriever can, depending on the sex, stand from 21.5 to 24.5 inches at the shoulder and weigh between 55 to 80 pounds. The dense, hard coat comes in yellow, black, and a luscious chocolate. The head is wide, the eyes glimmer with kindliness, and the thick, tapering “otter tail” seems to be forever signaling the breed’s innate eagerness.Labs are famously friendly. They are companionable housemates who bond with the whole family, and they socialize well with neighbor dogs and humans alike. But don’t mistake his easygoing personality for low energy: The Lab is an enthusiastic athlete that requires lots of exercise, like swimming and marathon games of fetch, to keep physically and mentally fit. The sweet-faced, lovable Labrador Retriever is America’s most popular dog breed. Labs are friendly, outgoing, and high-spirited companions who have more than enough affection to go around for a family looking for a medium-to-large dog.","Friendly, Active, Outgoing",1,54.61,62.23,24.947580350000003,36.2873896,10.0,12.0,Sporting Group,0.4,Weekly Brushing,0.8,Regularly,1.0,Needs Lots of Activity,1.0,Eager to Please,1.0,Outgoing
738,Inherited blood disorders,Lymphedema,labrador retriever,"The sturdy, well-balanced Labrador Retriever can, depending on the sex, stand from 21.5 to 24.5 inches at the shoulder and weigh between 55 to 80 pounds. The dense, hard coat comes in yellow, black, and a luscious chocolate. The head is wide, the eyes glimmer with kindliness, and the thick, tapering “otter tail” seems to be forever signaling the breed’s innate eagerness.Labs are famously friendly. They are companionable housemates who bond with the whole family, and they socialize well with neighbor dogs and humans alike. But don’t mistake his easygoing personality for low energy: The Lab is an enthusiastic athlete that requires lots of exercise, like swimming and marathon games of fetch, to keep physically and mentally fit. The sweet-faced, lovable Labrador Retriever is America’s most popular dog breed. Labs are friendly, outgoing, and high-spirited companions who have more than enough affection to go around for a family looking for a medium-to-large dog.","Friendly, Active, Outgoing",1,54.61,62.23,24.947580350000003,36.2873896,10.0,12.0,Sporting Group,0.4,Weekly Brushing,0.8,Regularly,1.0,Needs Lots of Activity,1.0,Eager to Please,1.0,Outgoing
739,Inherited cardiovascular disorders,Portosystemic shunt,labrador retriever,"The sturdy, well-balanced Labrador Retriever can, depending on the sex, stand from 21.5 to 24.5 inches at the shoulder and weigh between 55 to 80 pounds. The dense, hard coat comes in yellow, black, and a luscious chocolate. The head is wide, the eyes glimmer with kindliness, and the thick, tapering “otter tail” seems to be forever signaling the breed’s innate eagerness.Labs are famously friendly. They are companionable housemates who bond with the whole family, and they socialize well with neighbor dogs and humans alike. But don’t mistake his easygoing personality for low energy: The Lab is an enthusiastic athlete that requires lots of exercise, like swimming and marathon games of fetch, to keep physically and mentally fit. The sweet-faced, lovable Labrador Retriever is America’s most popular dog breed. Labs are friendly, outgoing, and high-spirited companions who have more than enough affection to go around for a family looking for a medium-to-large dog.","Friendly, Active, Outgoing",1,54.61,62.23,24.947580350000003,36.2873896,10.0,12.0,Sporting Group,0.4,Weekly Brushing,0.8,Regularly,1.0,Needs Lots of Activity,1.0,Eager to Please,1.0,Outgoing
740,Inherited cardiovascular disorders,Tricuspid valve dysplasia,labrador retriever,"The sturdy, well-balanced Labrador Retriever can, depending on the sex, stand from 21.5 to 24.5 inches at the shoulder and weigh between 55 to 80 pounds. The dense, hard coat comes in yellow, black, and a luscious chocolate. The head is wide, the eyes glimmer with kindliness, and the thick, tapering “otter tail” seems to be forever signaling the breed’s innate eagerness.Labs are famously friendly. They are companionable housemates who bond with the whole family, and they socialize well with neighbor dogs and humans alike. But don’t mistake his easygoing personality for low energy: The Lab is an enthusiastic athlete that requires lots of exercise, like swimming and marathon games of fetch, to keep physically and mentally fit. The sweet-faced, lovable Labrador Retriever is America’s most popular dog breed. Labs are friendly, outgoing, and high-spirited companions who have more than enough affection to go around for a family looking for a medium-to-large dog.","Friendly, Active, Outgoing",1,54.61,62.23,24.947580350000003,36.2873896,10.0,12.0,Sporting Group,0.4,Weekly Brushing,0.8,Regularly,1.0,Needs Lots of Activity,1.0,Eager to Please,1.0,Outgoing
741,Inherited disorders of the urinary and reproductive systems,Fanconi syndrome,labrador retriever,"The sturdy, well-balanced Labrador Retriever can, depending on the sex, stand from 21.5 to 24.5 inches at the shoulder and weigh between 55 to 80 pounds. The dense, hard coat comes in yellow, black, and a luscious chocolate. The head is wide, the eyes glimmer with kindliness, and the thick, tapering “otter tail” seems to be forever signaling the breed’s innate eagerness.Labs are famously friendly. They are companionable housemates who bond with the whole family, and they socialize well with neighbor dogs and humans alike. But don’t mistake his easygoing personality for low energy: The Lab is an enthusiastic athlete that requires lots of exercise, like swimming and marathon games of fetch, to keep physically and mentally fit. The sweet-faced, lovable Labrador Retriever is America’s most popular dog breed. Labs are friendly, outgoing, and high-spirited companions who have more than enough affection to go around for a family looking for a medium-to-large dog.","Friendly, Active, Outgoing",1,54.61,62.23,24.947580350000003,36.2873896,10.0,12.0,Sporting Group,0.4,Weekly Brushing,0.8,Regularly,1.0,Needs Lots of Activity,1.0,Eager to Please,1.0,Outgoing
742,Inherited endocrine disorders,Diabetes mellitus,labrador retriever,"The sturdy, well-balanced Labrador Retriever can, depending on the sex, stand from 21.5 to 24.5 inches at the shoulder and weigh between 55 to 80 pounds. The dense, hard coat comes in yellow, black, and a luscious chocolate. The head is wide, the eyes glimmer with kindliness, and the thick, tapering “otter tail” seems to be forever signaling the breed’s innate eagerness.Labs are famously friendly. They are companionable housemates who bond with the whole family, and they socialize well with neighbor dogs and humans alike. But don’t mistake his easygoing personality for low energy: The Lab is an enthusiastic athlete that requires lots of exercise, like swimming and marathon games of fetch, to keep physically and mentally fit. The sweet-faced, lovable Labrador Retriever is America’s most popular dog breed. Labs are friendly, outgoing, and high-spirited companions who have more than enough affection to go around for a family looking for a medium-to-large dog.","Friendly, Active, Outgoing",1,54.61,62.23,24.947580350000003,36.2873896,10.0,12.0,Sporting Group,0.4,Weekly Brushing,0.8,Regularly,1.0,Needs Lots of Activity,1.0,Eager to Please,1.0,Outgoing
743,Inherited eye disorders,Cataracts,labrador retriever,"The sturdy, well-balanced Labrador Retriever can, depending on the sex, stand from 21.5 to 24.5 inches at the shoulder and weigh between 55 to 80 pounds. The dense, hard coat comes in yellow, black, and a luscious chocolate. The head is wide, the eyes glimmer with kindliness, and the thick, tapering “otter tail” seems to be forever signaling the breed’s innate eagerness.Labs are famously friendly. They are companionable housemates who bond with the whole family, and they socialize well with neighbor dogs and humans alike. But don’t mistake his easygoing personality for low energy: The Lab is an enthusiastic athlete that requires lots of exercise, like swimming and marathon games of fetch, to keep physically and mentally fit. The sweet-faced, lovable Labrador Retriever is America’s most popular dog breed. Labs are friendly, outgoing, and high-spirited companions who have more than enough affection to go around for a family looking for a medium-to-large dog.","Friendly, Active, Outgoing",1,54.61,62.23,24.947580350000003,36.2873896,10.0,12.0,Sporting Group,0.4,Weekly Brushing,0.8,Regularly,1.0,Needs Lots of Activity,1.0,Eager to Please,1.0,Outgoing
744,Inherited eye disorders,Ectropion,labrador retriever,"The sturdy, well-balanced Labrador Retriever can, depending on the sex, stand from 21.5 to 24.5 inches at the shoulder and weigh between 55 to 80 pounds. The dense, hard coat comes in yellow, black, and a luscious chocolate. The head is wide, the eyes glimmer with kindliness, and the thick, tapering “otter tail” seems to be forever signaling the breed’s innate eagerness.Labs are famously friendly. They are companionable housemates who bond with the whole family, and they socialize well with neighbor dogs and humans alike. But don’t mistake his easygoing personality for low energy: The Lab is an enthusiastic athlete that requires lots of exercise, like swimming and marathon games of fetch, to keep physically and mentally fit. The sweet-faced, lovable Labrador Retriever is America’s most popular dog breed. Labs are friendly, outgoing, and high-spirited companions who have more than enough affection to go around for a family looking for a medium-to-large dog.","Friendly, Active, Outgoing",1,54.61,62.23,24.947580350000003,36.2873896,10.0,12.0,Sporting Group,0.4,Weekly Brushing,0.8,Regularly,1.0,Needs Lots of Activity,1.0,Eager to Please,1.0,Outgoing
